,?s=Anxiety,?s=Transgender,about,acupuncture,am-i-in-menopause,avoiding-triggers,avoiding-weight-gain,bladder-control-problems,brain-fog-cognitive-issues,clinical-hypnosis,clonidine,cognitive-behavioral-therapy,cognitive-behavioral-therapy-for-sleep,cooling-techniques,create-my-menoplan,dealing-with-bladder-control,dealing-with-brain-fog,dealing-with-dry-eyes,dealing-with-dry-hair-skin,dealing-with-physical-aches-pains,dry-eyes,dry-hair-skin,exercise,featured-video,gabapentin-and-pregabalin,heavy-irregular-periods,herbal-remedies-and-supplements,homepage,hormone-therapy,hot-flashes,low-sex-drive,meditation-mindfulness-mindfulness-based-stress-reduction,mood-depression-anxiety,omega-3-fatty-acids,ospemifene,our-story,our-team,paced-breathing,pain-with-sex,pelvic-floor-physical-therapy,physical-aches-pains,publications,questions-and-answers,science,sedatives,sleep-problems-insomnia,soy-foods-and-supplements,ssris-and-snris,staying-healthy-in-midlife,strategies-to-talk-with-your-doctor,symptoms-landing-page,tai-chi,team/susan-d-reed-md-mph,test/anxiety-assessment,test/depression-assessment,test/insomnia-severity-index,treatment-template-shorter-table-of-contents-2,treatments,vagina-pain-dryness-not-during-sex,vaginal-dilators,vaginal-estrogen,vaginal-laser-therapy,vaginal-lubricants-and-moisturizers,vaginal-physical-therapy,vitamins,weight-gain,what-if-i-have-breast-cancer,what-if-im-transgender-or-nonbinary,who-we-are,womens-stories,yoga,insomnia-severity-index-results,anxiety-assessment-results,depression-assessment-results
clonidine,-0.009841773659245701,-0.009841773659245693,0.016361002098286965,0.13065029350509033,0.025721955950316098,-0.02425423128761357,0.07228755018306791,-0.05122151192948916,-0.012345094740207275,0.05619352504210166,1.0,0.16678704379827244,-0.02425423128761357,0.044870864472902644,0.20449783429849935,0.14044141439093877,0.05450291225477463,0.06294964125686395,0.07202645986473402,0.12354536912930482,-0.03391436631393661,-0.03294935511833504,-0.028194147416226983,-0.009841773659245696,0.28777538665112135,-0.018183929225844643,0.021124720569323685,-0.060415845322206736,0.23833552062203392,0.26449171936631644,0.015279357239595833,0.3191147303686617,0.09119442563758162,0.09260222830913463,0.3475092975222488,-0.028194147416226965,-0.04293774126185556,-0.01393520992570422,0.020201112685396733,-0.020166711527146237,0.021629308984493147,-0.017087776807205267,-0.07005182553062238,-0.009841773659245698,0.062462379393865904,0.08791992344308648,0.3272717078613837,0.268039124609252,-0.012347945031294475,0.10472116488769788,0.11049669948974393,-0.009841773659245693,-0.00984177365924569,0.22304656694072011,0.148013163052131,0.09381244097446743,0.04013426166031614,0.17132821186343467,-0.03802098386837197,-0.02622964917882115,0.08059478938279929,-0.009841773659245701,-0.02819414741622696,-0.01393520992570423,0.1083452237222763,0.03654171843444536,-0.03601075219977278,-0.03432024802371906,0.1253097131560857,0.07790717632456035,-0.02211396496934562,0.05014945638283919,0.1603053610234095,0.06966949613960166
cognitive-behavioral-therapy,-0.0034201078506974378,-0.0034201078506974386,0.04954292643447354,-0.005938161314488875,-0.010688507188156164,-0.008428570876700731,0.14052702290820274,-0.017799951628644263,-0.01809131123528822,0.21718693219955912,0.16678704379827244,1.0,0.28305950527586654,-0.011482742662034395,-0.017322512780241592,-0.018040020108577352,0.12861763895738265,-0.009756358740047535,-0.014465929275788733,-0.008611473677103514,-0.011785557613668325,-0.01145020725098372,0.17502305666367027,-0.0034201078506974386,-0.016464746073752215,-0.01990675315363872,-0.011819530957121188,0.0791538194622943,-0.013348213257771236,0.025483459404932927,0.08129362424862083,0.22981410670566177,0.1880522738102301,0.31123474149312064,-0.004842615012106537,0.1750230566636702,0.11969448973573292,0.49757869249394704,-0.011302761424454848,-0.007008119756132414,-0.01869622056675204,-0.005938161314488876,0.16274187973310153,-0.0034201078506974373,-0.008023435146831086,0.11997112338734074,-0.010540533537870258,-0.013109070094979955,-0.016572237200374807,-0.017430606354669576,0.10158432281930352,-0.003420107850697439,-0.0034201078506974386,-0.009192650282646986,-0.008023435146831084,0.1631083026967603,-0.012008204406371806,0.08572147133149118,0.13108335036819518,-0.009115046960387166,0.2830595052758665,-0.0034201078506974378,-0.009797728362851782,-0.004842615012106539,0.3492637229024955,0.16665111801328952,-0.012514071200190819,-0.011926605281511968,0.4039507735470184,-0.02057491724544101,0.31123474149312086,0.21596310373947053,-0.007286008073891502,-0.0072860080738915015
cognitive-behavioral-therapy-for-sleep,-0.005952697324378954,-0.005952697324378955,0.08622945781322507,-0.01033536909114731,0.02694466861819662,-0.01466992665036675,0.06604071334971419,-0.030980813781149752,0.03256839316293316,0.24695640404392527,-0.02425423128761357,0.28305950527586654,1.0,-0.0199857122946826,0.061013593476548195,-0.031398652943114766,0.13901745246079103,-0.01698094127520541,0.06647861776352815,-0.01498826895362396,-0.020512761683492278,-0.019929084415456665,0.09017390665976657,-0.005952697324378952,-0.028656888665021932,-0.03464770159530877,0.0683586837350437,0.07136373674114786,-0.0232325636539711,0.044353958190157694,0.023936006899026228,0.12402061687129788,0.08539657490013804,0.1716510719000194,-0.008428570876700726,0.19740075841851482,0.286427813932371,0.28305950527586654,-0.019672454971186287,0.24090322482865736,-0.03254076976578633,-0.010335369091147309,0.06617064861651371,-0.005952697324378954,0.2620060217012941,0.20880972658360153,-0.018345797421450313,-0.022816335006385947,0.1421596007248178,0.01962336843231634,0.036039898548385844,-0.005952697324378952,-0.005952697324378953,-0.015999806769340718,-0.013964787958698408,0.18293510424701734,-0.020900278400819563,0.14919821108353035,0.0607191135893915,0.2976527071019885,0.15444172779136092,-0.005952697324378952,-0.017052945098981673,-0.008428570876700726,0.1946653126408806,0.0701962618778479,0.09410396424054802,0.17067898665157907,0.22514563771631266,0.008419763834984287,0.17165107190001927,0.24424514196985392,-0.012681296222285214,-0.01268129622228523
cooling-techniques,-0.008109713084311205,0.2978476441874297,-0.04891471804965345,-0.01408048711067425,0.08465818588359658,0.10568202410370046,0.034688328086476386,0.12251938658290187,0.05230328587234164,0.07673818911023596,0.044870864472902644,-0.011482742662034395,-0.0199857122946826,1.0,0.15368911681358627,0.13013423988604605,0.147360946142191,-0.023134144764839146,0.1019195129441802,0.1573579624475928,0.08920058678600098,0.13458371271944586,0.05644858277637057,-0.008109713084311201,0.16181034814086886,0.04652507195248316,0.3023975215820492,-0.0014664708922043745,0.03468832808647637,0.2780867243997861,0.1709233025991583,0.08351260094319946,0.10136054547819749,-0.018222112930774997,-0.011482742662034395,0.13612940540287996,-0.035381098385138775,0.2051235393717963,0.16278533819987992,0.10876947036843977,0.09127863152304584,-0.014080487110674233,-0.003951879601776106,-0.008109713084311205,-0.019025059978184482,0.19195299407490027,0.3178934151091799,0.11550549728009002,-0.039295862799409075,0.03292183441324262,0.08832621682556197,-0.0081097130843112,-0.008109713084311201,0.05296248897669868,0.18605026186458348,0.04916979184048916,0.1505654239705583,0.1505829413725555,0.0308799367204735,0.21136294403249437,-0.019985712294682587,0.2978476441874297,0.056448582776370555,-0.011482742662034395,0.13725746633023697,0.06840268897015389,0.05644132183313779,0.042848793577526585,-0.018827372269858166,0.04981655812555912,-0.018222112930774987,0.07189278414971026,0.09135594778152539,0.09135594778152546
create-my-menoplan,0.015509851620048106,0.1264855140738406,0.04965688441444739,-0.005184601625423249,0.11599393767859148,-0.0073589752707988185,0.14475115903389893,-0.018860500899569605,0.08204231127220446,0.11014503244665805,0.20449783429849935,-0.017322512780241592,0.061013593476548195,0.15368911681358627,1.0,0.3326793915832713,0.20567302165116064,0.10360181230005522,0.18912537378953861,0.17876473598548284,-0.020912672631339897,0.022593744129157996,0.11668552638463836,0.015509851620048126,0.1110920052198502,-0.01171447192020323,-0.030294626351373942,0.16307434529557688,0.2650630576901533,0.0506435312291106,0.04325257877946702,0.20374976340769424,0.12524749751732436,-0.03995715323233464,-0.05660580679007909,0.07333324934826864,0.01503980941410731,0.10052736924927094,-0.04043109533540455,-0.002328789812601971,0.15036983765776601,0.0590425528387752,0.0762644826436942,0.015509851620048122,0.11076960966435451,0.12711919266837113,0.1877172418123522,0.046155741903583694,0.09051734518585282,0.15984441266999883,0.05944622097952633,0.07099768284694442,0.015509851620048082,0.1365960287294119,0.09217357891568659,0.17188824320794965,0.005750743708949465,0.0507316061362007,0.07120025175408834,0.08358798874786258,0.15217701847301077,-0.039977979606848166,0.13113628539676134,0.021960781229595883,0.03113270799773576,0.03685914657158131,0.04113251678529356,0.0024867116359034228,0.08431476105266211,0.21848301926431268,0.009914180877195809,0.12055116758974115,0.09214542670787763,0.07244406035869203
dealing-with-bladder-control,-0.01274080517361756,0.17609612864964264,0.09120041659599859,0.08716813865010627,0.05418906749716976,0.04616349569612702,0.07310850134504798,0.0353596341175735,-0.008636743080088197,0.027664523870997982,0.14044141439093877,-0.018040020108577352,-0.031398652943114766,0.13013423988604605,0.3326793915832713,1.0,0.16783778410974895,0.09832624180496018,0.19833733157722808,0.07764421016582845,-0.007752944565892719,0.02389324039425783,0.012679891260539892,-0.01274080517361756,0.186595422216394,-0.045233539596251975,0.11911924211444558,0.07152784330192373,0.19594262303814475,0.10907369331680217,-0.020657055192266054,0.28654189494076016,0.05333619387512013,-0.028627941369689085,-0.018040020108577342,-0.03649912624529229,0.12351407858000904,0.11564941462462987,-0.04210577195789105,-0.02610709730339506,-0.013848998276249838,-0.022121219476159883,0.00887672740589337,-0.01274080517361756,-0.029889415331766315,0.04719672874730095,0.22527111090113752,0.13211543674652648,-0.009449381811425132,0.14129686708121858,0.017955580137092454,-0.012740805173617562,-0.012740805173617564,0.1964642998248038,0.28654189494076004,0.05199258631239551,0.010517752795804348,0.2171505706078172,-0.010824829938308293,0.037940585377180785,0.04616349569612696,-0.01274080517361756,0.061858908766372005,0.24933884935783676,0.06918799348560253,0.09142204021753597,0.006531673799419797,-0.0005289256561344407,0.18962147337222646,0.14649940303282105,0.14109485389346768,0.08001551261002723,0.17400156043569898,0.17400156043569903
dealing-with-brain-fog,-0.01244335611315735,0.19411635536525468,-0.054629186134661355,-0.021604773626800015,-0.010324228161024736,-0.03066561451340977,0.0857976673003462,0.009379244200931586,0.25554229339111856,0.09981344849352432,0.05450291225477463,0.12861763895738265,0.13901745246079103,0.147360946142191,0.20567302165116064,0.16783778410974895,1.0,0.11181396380757869,0.1313012337948849,0.1687057538955852,-0.0033350580269752342,0.031134781325595762,0.17953131133548936,-0.012443356113157349,0.12089631273414543,0.05412936139543743,0.09084367374713159,0.10475824321924083,0.08579766730034613,0.1159186759824669,0.015632291645636887,0.040034210505121716,0.269532835335004,0.0648662452174117,-0.017618854651696256,0.01814756937687255,0.06325725032355517,0.2748541325664616,0.12953670426775765,0.05915442377529365,0.05405018168354153,-0.02160477362679998,0.0021868983226711537,-0.012443356113157349,-0.02919161182665123,0.061710677323343795,0.25101526585301065,0.10075493614398835,-0.0031008683647302097,-0.013287510039010181,0.09004965880797315,-0.012443356113157349,-0.012443356113157349,0.0674992203613894,0.0400342105051217,0.01098390308751417,-0.04368937186515883,0.13405631342006866,-0.006072187158136681,0.20276937768604358,0.05417591897369057,0.19411635536525468,0.018147569376872577,-0.017618854651696263,0.07867872968096991,-0.0003322332476885359,0.012608269954803535,0.004628532298746951,0.09099809580051128,0.08047190643386384,0.15769207889060416,0.026257545381445844,0.04683192308958941,-0.026508635711088333
dealing-with-dry-eyes,-0.006890450518498302,-0.006890450518498299,-0.00621705517309339,-0.011963542816347907,-0.0017627395948069243,-0.016980941275205413,0.1281128159041987,-0.0358613503675989,0.019162183531060663,0.21000875020089974,0.06294964125686395,-0.009756358740047535,-0.01698094127520541,-0.023134144764839146,0.10360181230005522,0.09832624180496018,0.11181396380757869,1.0,0.12999907445232747,0.05188147862614555,0.18154436739273797,-0.023068596060023303,0.07334969158201868,-0.006890450518498302,0.04504515516386162,0.014643929966471063,0.05339246681908704,0.024957743402038213,-0.026892486137324517,-0.05572715542446816,-0.04033052928108674,-0.016164719149527943,-0.041159157863112104,-0.01548249194350596,-0.009756358740047535,0.07334969158201855,0.03774049542720248,-0.009756358740047537,-0.022771538710896416,0.20561049081054553,0.015143173219285721,-0.0119635428163479,-0.04904488299177416,-0.006890450518498302,0.10362739597643791,-0.01050511187411608,-0.021235887273688206,-0.026410687257878554,0.016097732072778998,-0.03511723484678433,0.0009815862075809052,-0.006890450518498297,-0.006890450518498297,-0.018520322946401147,-0.01616471914952793,0.06568023254089486,-0.024192786277557048,0.11995079414966674,0.046058496476961,-0.01836397645808986,-0.016980941275205406,-0.006890450518498302,-0.019739366541949962,-0.009756358740047539,-0.01383110485002751,-0.04599315355479721,-0.02521195007704089,0.05906979083788803,-0.01599675298868153,0.035345266691405426,0.3057792158842429,0.09225185279298012,-0.014679033615940149,-0.014679033615940156
dealing-with-dry-hair-skin,-0.010216595405596222,-0.010216595405596218,-0.061622634302427905,-0.01773856096114767,-0.013413988826072708,0.06647861776352819,0.10528128433284097,0.06697197203253008,0.15426408847357626,0.1870784423940528,0.07202645986473402,-0.014465929275788733,0.06647861776352815,0.1019195129441802,0.18912537378953861,0.19833733157722808,0.1313012337948849,0.12999907445232747,1.0,0.10393874290695139,0.007514728296558649,0.5162848094187694,-0.02926791520822319,-0.010216595405596223,0.14613920645759074,0.04307559806664758,0.20568925895722268,0.002514958166010202,0.25043654346283806,0.11790145583321422,0.13134243090698114,0.20039177233378072,0.04823220254314612,0.07732604757603846,-0.01446592927578873,-0.029267915208223166,0.12474324482039058,-0.014465929275788733,0.15060419190033192,0.20769481829343955,0.04305902363569588,-0.01773856096114767,0.005717405957296613,-0.010216595405596222,0.20039177233378064,0.17843091421276283,0.156078275247729,0.014298407637351327,-0.018610836665329984,-0.024990489974723588,0.12225490994793113,-0.010216595405596223,-0.01021659540559622,0.027066248587908064,0.12560527456532827,0.07686662451976138,-0.03587108106622446,0.15178147355153346,0.09664986149986975,0.1426942394601987,-0.025177948255954163,0.21293535687453177,-0.029267915208223177,-0.014465929275788728,0.0914748184333457,0.11054748851776253,0.025425959071511545,-0.03562732698578693,-0.023718674511901038,0.15428963465006343,0.17760826552621337,-0.03266471353806017,0.057466888853619294,0.05746688885361931
dealing-with-physical-aches-pains,-0.0060818728425665975,0.3822223163366854,-0.017485981454454864,-0.010559650049048812,-0.013637457279395313,-0.014988268953623958,0.01836045284083219,0.003190498927188354,0.058446815772227025,0.04631326104788054,0.12354536912930482,-0.008611473677103514,-0.01498826895362396,0.1573579624475928,0.17876473598548284,0.07764421016582845,0.1687057538955852,0.05188147862614555,0.10393874290695139,1.0,0.016211021699304107,-0.02036155219705016,0.48820950901234716,-0.006081872842566598,0.05569105410774124,-0.03539956828089592,0.1467239662210299,0.0937875704468699,0.06045762371898345,0.08166420873617787,-0.0355978393724008,0.05079974109371292,0.03971934773621445,-0.013665659020941181,-0.008611473677103512,-0.01742299969772038,0.15760679250626322,0.26629326293812383,-0.020099353808209066,-0.012462324313423189,0.05280799025015295,-0.010559650049048816,-0.04328958478603735,-0.006081872842566597,0.05079974109371291,0.11548895423906566,0.2532393635968966,0.023199382776268544,-0.029469900883089928,0.03968209226183596,-0.021260109434919506,0.7705265055159373,-0.006081872842566596,-0.016347007914923436,-0.014267828517061354,0.07582494507552569,-0.021353821415955713,0.24317012431371776,-0.023495641867305152,0.13163139714069969,-0.014988268953623927,-0.0060818728425666,0.0837035020442931,-0.008611473677103512,0.1826513323347977,-0.014677003962004118,0.08703840239696983,0.06906428094641077,-0.014119572778284944,0.13026845110174318,0.07358431780506779,0.04262962403723442,-0.012956484581702695,-0.012956484581702702
dry-eyes,-0.008323576831646603,-0.0083235768316466,-0.031229312342412108,-0.014451807983125581,0.016446642977500744,-0.020512761683492278,-0.03248578216432728,0.1977618666613811,0.07539631094546091,-0.021195856426674094,-0.03391436631393661,-0.011785557613668325,-0.020512761683492278,0.08920058678600098,-0.020912672631339897,-0.007752944565892719,-0.0033350580269752342,0.18154436739273797,0.007514728296558649,0.016211021699304107,1.0,0.1412069249260573,-0.02384490441936483,-0.0083235768316466,0.0019225765617622338,0.039735381034853974,0.13703517455246977,-0.04464807496421835,0.009124093138746249,-0.009834478359554482,0.06086545250623348,-0.019526775708188143,0.04424060712503352,0.06753736129222954,-0.011785557613668321,0.1760669205106635,-0.03631414425332455,-0.011785557613668323,-0.02750772994104158,-0.017055784724348173,0.2380279363407903,-0.014451807983125581,-0.02551867946643362,-0.0083235768316466,0.044787604600526755,0.11788105040332096,-0.02565268248225554,-0.03190377522882952,-0.040332146128509445,-0.04242117428714816,0.18708400424173263,-0.0083235768316466,-0.008323576831646601,0.024519153546586767,-0.019526775708188147,0.16168646814509696,0.02692449637070918,0.0009326677743472323,0.045883198693629855,-0.022183450642756113,-0.02051276168349224,-0.008323576831646605,0.07611100804564946,0.12407573154389723,-0.016707799232676845,0.22624918956809487,0.02355762641559448,-0.029025989745072776,-0.01932387471627638,0.032388836857264805,-0.018702653896309724,0.21881236589174363,-0.01773208642723544,-0.017732086427235432
dry-hair-skin,-0.008086734876363244,-0.008086734876363242,-0.04877612220151728,-0.014040591203448673,-0.010617565535729373,0.05261977551800399,0.006736794412837427,0.24320566451007325,0.31446556827670463,0.035630863049731995,-0.03294935511833504,-0.01145020725098372,-0.019929084415456665,0.13458371271944586,0.022593744129157996,0.02389324039425783,0.031134781325595762,-0.023068596060023303,0.5162848094187694,-0.02036155219705016,0.1412069249260573,1.0,-0.02316641320093152,-0.00808673487636324,0.07702251023178723,0.14231490029532762,0.12465788435616595,-0.007505028858310486,0.045035009225543425,0.17268479768987113,0.2300396298813794,0.040224552150935844,0.14195584350612983,-0.018170482065931626,-0.011450207250983713,-0.02316641320093151,0.03172854378366029,-0.011450207250983717,0.3381066094178874,0.12820313694892366,0.13846793519053743,-0.014040591203448659,0.08213211477442053,-0.008086734876363246,0.15861596451007315,0.1412333012811052,0.024565009263598038,0.011317608961405311,-0.03918452118996961,-0.019780705688443517,0.37858493448505925,-0.008086734876363242,-0.008086734876363244,0.021423729504670554,0.15861596451007312,-0.025777050280943004,-0.028393012622599967,-0.01888564268060679,0.256071323564223,0.11294667519737957,-0.019929084415456665,0.3451758939331889,0.0688341751089878,-0.011450207250983717,-0.01623238969194866,0.27614134699140747,-0.02958911836632263,-0.028200074119578665,-0.018774026452240092,0.10314993722698741,-0.018170482065931633,-0.02585507869382349,0.04548672780700498,0.045486727807004995
exercise,-0.006919667908561199,0.25414053045988394,-0.015923435107275452,-0.01201427150180339,0.01447487099963932,-0.017052945098981673,0.425830040380207,-0.03601341227691229,-0.03660290003810495,0.0654773823718204,-0.028194147416226983,0.17502305666367027,0.09017390665976657,0.05644858277637057,0.11668552638463836,0.012679891260539892,0.17953131133548936,0.07334969158201868,-0.02926791520822319,0.48820950901234716,-0.02384490441936483,-0.02316641320093152,1.0,-0.006919667908561203,-0.03331198313115159,-0.040275958237046,0.03247363659514906,0.111025405612308,-0.027006517615400696,-0.0364139307760321,0.0340356636696652,0.15874865275990346,0.11205062750122757,-0.01554814193330631,-0.009797728362851775,0.048165137614678874,0.11837015732655222,0.3598438416901923,-0.022868096247600656,-0.014179044490066071,0.07788411386702584,-0.01201427150180339,0.06544934956743295,-0.006919667908561202,0.07125769539554759,0.08484111364436214,0.051816730325833525,-0.02652267577726067,0.18332342484179023,-0.003587681062021847,0.000985748400899068,0.5152007288283288,-0.006919667908561211,0.045190604343151676,-0.0162332619688082,0.04195445968704884,-0.02429537029169109,0.07711630847029118,0.026348516269513594,0.27974122912634564,0.09017390665976656,-0.0069196679085612,0.04816513761467885,-0.009797728362851782,0.11711586773805435,0.05836506012052932,0.04815894216542551,0.03656102487923683,0.13545364796052606,0.01446160878960201,0.21908745451477044,0.06134300759668869,-0.014741276723230739,-0.014741276723230745
featured-video,-0.0024154589371980653,-0.0024154589371980645,0.08454874216659497,-0.004193839914925788,-0.035272187149363095,-0.005952697324378957,-0.009427205929349371,-0.012571256264428727,-0.01277702964834793,-0.006150927885079526,-0.009841773659245696,-0.0034201078506974386,-0.005952697324378952,-0.008109713084311201,0.015509851620048126,-0.01274080517361756,-0.012443356113157349,-0.006890450518498302,-0.010216595405596223,-0.006081872842566598,-0.0083235768316466,-0.00808673487636324,-0.006919667908561203,1.0,0.20772308515281057,-0.014059189626358423,-0.00834757058261939,-0.024932154321147506,-0.009427205929349371,0.05553074956951838,-0.014137934396655432,-0.005666569295026804,-0.0144284115300007,-0.005427413408548628,-0.003420107850697438,-0.006919667908561201,-0.010538176802777256,-0.0034201078506974378,-0.007982600926502834,-0.004949500494393005,-0.013204248237545593,-0.004193839914925786,0.07089362623586959,-0.0024154589371980653,-0.005666569295026803,-0.01631293635226883,-0.007444275750454106,-0.009258310527493485,-0.011704180161116443,-0.012310405325838556,0.00034409668444269036,-0.0024154589371980645,-0.002415458937198065,-0.006492330140181981,-0.005666569295026799,-0.007699449459842907,-0.008480821634661935,-0.013427146557776616,-0.009331460818512816,-0.006437522617585719,-0.005952697324378952,-0.0024154589371980653,-0.006919667908561202,-0.0034201078506974386,-0.004848516904900934,-0.01612297679311538,-0.0088380912067056,-0.008423192067404267,0.28529115125806453,-0.014531082033707367,-0.00542741340854863,-0.007722756076187958,-0.005145759749941699,-0.005145759749941697
gabapentin-and-pregabalin,-0.01162826430880873,-0.011628264308808724,-0.005069535611802799,-0.02018957070582987,0.012191498040564934,0.06143863251667577,0.0497385102563687,0.0182127055093556,0.21150201277198166,0.11003249267590595,0.28777538665112135,-0.016464746073752215,-0.028656888665021932,0.16181034814086886,0.1110920052198502,0.186595422216394,0.12089631273414543,0.04504515516386162,0.14613920645759074,0.05569105410774124,0.0019225765617622338,0.07702251023178723,-0.03331198313115159,0.20772308515281057,1.0,-0.0004857585990314735,0.05457083119977558,-0.06106432321423848,0.2875435996157358,0.3987398689045256,0.15113867468814976,0.2667716597606618,0.03793894198769071,-0.026128118617899293,0.1388277453036837,0.02381393835408766,-0.05073185195099952,-0.016464746073752222,0.09749188092115467,0.06606687454639376,-0.031158562046973988,-0.020189570705829874,0.032884143679731206,-0.011628264308808724,0.11974611022457306,0.09835163650107923,0.27144683773449346,0.2707148105649265,-0.05634511037859037,0.047205590149498516,0.06415236001891195,-0.011628264308808724,-0.011628264308808724,0.1295392561126012,0.2667716597606616,0.07050302884776817,0.15171141034919466,0.0864288741686495,-0.00032241099626536054,0.05252351593918437,0.15153415369837325,0.20772308515281057,-0.03331198313115158,0.1388277453036836,-0.023341252135428953,0.03951443772761468,-0.04254746746228953,0.010444722965537006,0.16396990781423149,0.14212266159041373,0.07244614707690254,0.03295334340621644,0.13099244029242169,0.13099244029242169
heavy-irregular-periods,-0.014059189626358418,-0.014059189626358415,0.09738430590017606,-0.02441026411938449,0.03249795211857675,-0.03464770159530876,-0.054871094584285636,0.25749305475842266,0.1406214220895764,-0.035801503466957006,-0.018183929225844643,-0.01990675315363872,-0.03464770159530877,0.04652507195248316,-0.01171447192020323,-0.045233539596251975,0.05412936139543743,0.014643929966471063,0.04307559806664758,-0.03539956828089592,0.039735381034853974,0.14231490029532762,-0.040275958237046,-0.014059189626358423,-0.0004857585990314735,1.0,-0.015423198900687485,0.05298706097837332,0.04500392406693611,0.16224572462514444,0.18074202498971959,-0.032982292111368355,0.18665583606135094,-0.03159028419665019,-0.019906753153638723,-0.0002890619012228233,-0.03221271744997677,-0.019906753153638733,0.14382059717785584,0.06557744812252962,0.0365691703215471,-0.02441026411938447,0.06183697983446658,-0.014059189626358421,0.018475043325540955,0.15268002080484916,-0.04332944054430585,-0.05388803813685688,-0.025610614044648927,-0.03438973781988031,0.39571433673366607,-0.014059189626358425,-0.014059189626358421,-0.0002712103121835188,0.06993237876245025,0.0304812400213199,-0.0044383093900555335,-0.025280436285253085,0.07056281652591583,0.020988626994013163,-0.03464770159530869,0.13948196024045068,-0.04027595823704596,0.08879459630373075,-0.028220814489059144,0.04963846229404847,-0.00822657859366869,0.05805855873643974,-0.03263957604370167,0.01438783773346864,-0.031590284196650185,0.004140162575581093,-0.029950917807790835,0.02456500714937233
herbal-remedies-and-supplements,-0.00834757058261939,0.20816754140407076,-0.007531772666259024,0.11081463407250002,-0.00213550523974095,0.15728925975398783,0.014366622099494837,0.07312605990591058,0.0905848643847163,0.047662081329666116,0.021124720569323685,-0.011819530957121188,0.0683586837350437,0.3023975215820492,-0.030294626351373942,0.11911924211444558,0.09084367374713159,0.05339246681908704,0.20568925895722268,0.1467239662210299,0.13703517455246977,0.12465788435616595,0.03247363659514906,-0.00834757058261939,0.05457083119977558,-0.015423198900687485,1.0,-0.0163238283983226,0.014366622099494825,0.09462584210327328,0.043869012507787186,0.05297918228985256,0.056147036236096196,0.07854312278276711,-0.011819530957121184,0.2016354673941472,0.16893188343824914,0.14146501114304413,0.10657643415448968,0.20472487218466673,0.05033448111858464,-0.014493467126648492,0.03571401202193307,-0.008347570582619392,-0.019583064080737574,0.052747117367624566,0.21692226277168833,0.12360854956925758,-0.04044840858273781,0.088822131625935,0.032033044460172876,-0.008347570582619389,-0.00834757058261939,0.030468162983249385,0.12554142866044266,-0.026608482894726625,0.09739077469349659,0.5500579485303002,-0.032248541518093955,0.22505625930638015,-0.020571892283900283,0.20816754140407087,0.08886091352814852,-0.011819530957121188,0.30919985303379405,0.14661141425039353,0.030396664537694375,0.12189670455744381,-0.019379578201346514,0.01956031357970957,0.0785431227827671,-0.026689028095469313,0.05909209626402111,0.05909209626402112
homepage,0.08284747112964648,0.02895765840424946,0.14801876472426923,-0.0432884460782468,0.2976652165331169,-0.039308724946357225,0.1363871775841602,0.13136740929468313,0.10287226433723781,0.03943282957325047,-0.060415845322206736,0.0791538194622943,0.07136373674114786,-0.0014664708922043745,0.16307434529557688,0.07152784330192373,0.10475824321924083,0.024957743402038213,0.002514958166010202,0.0937875704468699,-0.04464807496421835,-0.007505028858310486,0.111025405612308,-0.024932154321147506,-0.06106432321423848,0.05298706097837332,-0.0163238283983226,1.0,-0.003829202343403387,0.05259822160240791,0.007934230134831926,0.06793349927932957,0.0674324954475632,0.016631318387054363,-0.035302051885622486,0.06892164990492951,0.1876698629920107,0.0791538194622943,-0.015610123497228828,0.015166841436747253,0.11052709367195973,0.2062213472894257,0.17296632015749183,0.02895765840424946,0.01375207288422042,0.16840687026837514,0.01375246300430726,0.007714758934027471,0.13285451277784904,0.023336570830012525,0.18165648001318743,0.028957658404249437,0.028957658404249464,-0.0011740012345907908,-0.004308402580815891,0.2508686192446373,-0.00870063769439828,0.023118134583893047,0.02421164460134868,-0.0048945733504059605,0.02709475206614579,-0.024932154321147468,0.012783308961758283,0.04100186234632194,0.03108323562982407,0.12854207275516735,0.09078741216994186,0.02581133563322415,0.035950189652295954,0.12210284264996137,0.06506638597040536,0.21319238324942352,0.023421833333541652,0.042555811352084444
