,IP Address,Hour of Day,Event Label,Total Events,Pageviews,Sessions,Session Duration,sumEventClicks
485,75.58.42.195,2021100216,sex-libido.png,2,27,1,0:17:51,17
486,75.58.42.195,2021100216,sex-period.png,1,27,1,0:17:51,17
487,75.58.42.195,2021100216,supplement,1,27,1,0:17:51,17
488,75.58.42.195,2021100216,treatmentsButton,1,27,1,0:17:51,17
489,75.58.42.195,2021100216,try-on-your-own,1,27,1,0:17:51,17
946,71.81.210.174,2021092612,common-depression.png,4,18,1,0:19:51,17
947,71.81.210.174,2021092612,common-hot-flashes.png,4,18,1,0:19:51,17
948,71.81.210.174,2021092612,common-insomnia.png,5,18,1,0:19:51,17
949,71.81.210.174,2021092612,only-treatments-known-to-work,3,18,1,0:19:51,17
950,71.81.210.174,2021092612,other-aches-pains.png,3,18,1,0:19:51,17
951,71.81.210.174,2021092612,other-bladder.png,4,18,1,0:19:51,17
952,71.81.210.174,2021092612,other-dryness.png,3,18,1,0:19:51,17
953,71.81.210.174,2021092612,other-weight-gain.png,1,18,1,0:19:51,17
954,71.81.210.174,2021092612,prescription-medicine,2,18,1,0:19:51,17
955,71.81.210.174,2021092612,professional-help,2,18,1,0:19:51,17
956,71.81.210.174,2021092612,sex-libido.png,3,18,1,0:19:51,17
957,71.81.210.174,2021092612,sex-pain-vagina.png,1,18,1,0:19:51,17
958,71.81.210.174,2021092612,sex-period.png,4,18,1,0:19:51,17
959,71.81.210.174,2021092612,supplement,3,18,1,0:19:51,17
960,71.81.210.174,2021092612,treatmentsButton,5,18,1,0:19:51,17
961,71.81.210.174,2021092612,try-on-your-own,2,18,1,0:19:51,17
962,71.81.210.174,2021092612,uncertain-stage-result,1,18,1,0:19:51,17
504,75.21.235.253,2021102020,late-menopause-transition-result,2,13,1,0:40:42,16
505,75.21.235.253,2021102020,treatmentsButton,1,13,1,0:40:42,16
490,75.21.235.253,2021102019,common-hot-flashes.png,1,13,1,0:40:42,16
491,75.21.235.253,2021102019,dry-eyes2.png,1,13,1,0:40:42,16
492,75.21.235.253,2021102019,mind-body,1,13,1,0:40:42,16
493,75.21.235.253,2021102019,only-treatments-known-to-work,1,13,1,0:40:42,16
494,75.21.235.253,2021102019,other-aches-pains.png,1,13,1,0:40:42,16
495,75.21.235.253,2021102019,other-dryness.png,1,13,1,0:40:42,16
496,75.21.235.253,2021102019,other-weight-gain.png,1,13,1,0:40:42,16
497,75.21.235.253,2021102019,prescription-medicine,1,13,1,0:40:42,16
498,75.21.235.253,2021102019,professional-help,1,13,1,0:40:42,16
499,75.21.235.253,2021102019,sex-pain-sex.png,1,13,1,0:40:42,16
500,75.21.235.253,2021102019,sex-pain-vagina.png,2,13,1,0:40:42,16
501,75.21.235.253,2021102019,supplement,1,13,1,0:40:42,16
502,75.21.235.253,2021102019,treatmentsButton,1,13,1,0:40:42,16
503,75.21.235.253,2021102019,try-on-your-own,1,13,1,0:40:42,16
533,75.175.104.136,2021092612,common-depression.png,1,2,1,0:05:30,16
534,75.175.104.136,2021092612,common-hot-flashes.png,1,2,1,0:05:30,16
535,75.175.104.136,2021092612,common-insomnia.png,2,2,1,0:05:30,16
536,75.175.104.136,2021092612,dry-eyes2.png,2,2,1,0:05:30,16
537,75.175.104.136,2021092612,mind-body,1,2,1,0:05:30,16
538,75.175.104.136,2021092612,only-treatments-known-to-work,1,2,1,0:05:30,16
539,75.175.104.136,2021092612,other-aches-pains.png,1,2,1,0:05:30,16
540,75.175.104.136,2021092612,other-bladder.png,1,2,1,0:05:30,16
541,75.175.104.136,2021092612,other-brain-fog.png,2,2,1,0:05:30,16
542,75.175.104.136,2021092612,other-dryness.png,1,2,1,0:05:30,16
543,75.175.104.136,2021092612,prescription-medicine,1,2,1,0:05:30,16
544,75.175.104.136,2021092612,professional-help,1,2,1,0:05:30,16
545,75.175.104.136,2021092612,sex-pain-vagina.png,1,2,1,0:05:30,16
546,75.175.104.136,2021092612,supplement,1,2,1,0:05:30,16
547,75.175.104.136,2021092612,treatmentsButton,4,2,1,0:05:30,16
548,75.175.104.136,2021092612,try-on-your-own,1,2,1,0:05:30,16
770,73.147.52.48,2021092506,common-depression.png,2,26,1,0:32:06,16
771,73.147.52.48,2021092506,common-hot-flashes.png,1,26,1,0:32:06,16
772,73.147.52.48,2021092506,dry-eyes2.png,1,26,1,0:32:06,16
773,73.147.52.48,2021092506,mind-body,1,26,1,0:32:06,16
774,73.147.52.48,2021092506,ok-for-breast-cancer,1,26,1,0:32:06,16
775,73.147.52.48,2021092506,only-treatments-known-to-work,1,26,1,0:32:06,16
776,73.147.52.48,2021092506,other-bladder.png,2,26,1,0:32:06,16
777,73.147.52.48,2021092506,other-brain-fog.png,1,26,1,0:32:06,16
778,73.147.52.48,2021092506,prescription-medicine,1,26,1,0:32:06,16
779,73.147.52.48,2021092506,professional-help,1,26,1,0:32:06,16
780,73.147.52.48,2021092506,reproductive-years-result,5,26,1,0:32:06,16
781,73.147.52.48,2021092506,sex-libido.png,1,26,1,0:32:06,16
782,73.147.52.48,2021092506,sex-period.png,1,26,1,0:32:06,16
783,73.147.52.48,2021092506,supplement,1,26,1,0:32:06,16
784,73.147.52.48,2021092506,treatmentsButton,5,26,1,0:32:06,16
785,73.147.52.48,2021092506,try-on-your-own,1,26,1,0:32:06,16
914,72.196.151.16,2021100418,common-depression.png,5,11,1,0:06:14,16
915,72.196.151.16,2021100418,common-insomnia.png,1,11,1,0:06:14,16
916,72.196.151.16,2021100418,dry-eyes2.png,1,11,1,0:06:14,16
917,72.196.151.16,2021100418,mind-body,1,11,1,0:06:14,16
918,72.196.151.16,2021100418,ok-for-breast-cancer,2,11,1,0:06:14,16
919,72.196.151.16,2021100418,only-treatments-known-to-work,1,11,1,0:06:14,16
920,72.196.151.16,2021100418,other-aches-pains.png,1,11,1,0:06:14,16
921,72.196.151.16,2021100418,other-bladder.png,2,11,1,0:06:14,16
922,72.196.151.16,2021100418,other-brain-fog.png,3,11,1,0:06:14,16
923,72.196.151.16,2021100418,other-dryness.png,2,11,1,0:06:14,16
924,72.196.151.16,2021100418,other-weight-gain.png,3,11,1,0:06:14,16
925,72.196.151.16,2021100418,prescription-medicine,2,11,1,0:06:14,16
926,72.196.151.16,2021100418,professional-help,1,11,1,0:06:14,16
927,72.196.151.16,2021100418,supplement,2,11,1,0:06:14,16
928,72.196.151.16,2021100418,treatmentsButton,4,11,1,0:06:14,16
929,72.196.151.16,2021100418,try-on-your-own,1,11,1,0:06:14,16
1274,68.37.167.213,2021092505,common-depression.png,3,12,1,0:36:38,16
1275,68.37.167.213,2021092505,mind-body,3,12,1,0:36:38,16
1276,68.37.167.213,2021092505,ok-for-breast-cancer,2,12,1,0:36:38,16
1277,68.37.167.213,2021092505,only-treatments-known-to-work,5,12,1,0:36:38,16
1278,68.37.167.213,2021092505,other-aches-pains.png,4,12,1,0:36:38,16
1279,68.37.167.213,2021092505,other-bladder.png,3,12,1,0:36:38,16
1280,68.37.167.213,2021092505,other-brain-fog.png,2,12,1,0:36:38,16
1281,68.37.167.213,2021092505,other-dryness.png,2,12,1,0:36:38,16
1282,68.37.167.213,2021092505,other-weight-gain.png,3,12,1,0:36:38,16
1283,68.37.167.213,2021092505,prescription-medicine,3,12,1,0:36:38,16
1284,68.37.167.213,2021092505,professional-help,3,12,1,0:36:38,16
1285,68.37.167.213,2021092505,sex-libido.png,2,12,1,0:36:38,16
1286,68.37.167.213,2021092505,sex-pain-vagina.png,2,12,1,0:36:38,16
1287,68.37.167.213,2021092505,supplement,5,12,1,0:36:38,16
1288,68.37.167.213,2021092505,treatmentsButton,4,12,1,0:36:38,16
1289,68.37.167.213,2021092505,try-on-your-own,5,12,1,0:36:38,16
2072,174.207.0.28,2021102318,common-hot-flashes.png,1,2,1,0:04:50,16
2073,174.207.0.28,2021102318,dry-eyes2.png,2,2,1,0:04:50,16
2074,174.207.0.28,2021102318,mind-body,1,2,1,0:04:50,16
2075,174.207.0.28,2021102318,only-treatments-known-to-work,1,2,1,0:04:50,16
2076,174.207.0.28,2021102318,other-aches-pains.png,1,2,1,0:04:50,16
2077,174.207.0.28,2021102318,other-bladder.png,1,2,1,0:04:50,16
2078,174.207.0.28,2021102318,other-brain-fog.png,1,2,1,0:04:50,16
2079,174.207.0.28,2021102318,other-dryness.png,2,2,1,0:04:50,16
2080,174.207.0.28,2021102318,other-weight-gain.png,4,2,1,0:04:50,16
2081,174.207.0.28,2021102318,prescription-medicine,2,2,1,0:04:50,16
2082,174.207.0.28,2021102318,professional-help,1,2,1,0:04:50,16
2083,174.207.0.28,2021102318,sex-libido.png,1,2,1,0:04:50,16
2084,174.207.0.28,2021102318,sex-period.png,1,2,1,0:04:50,16
2085,174.207.0.28,2021102318,supplement,1,2,1,0:04:50,16
2086,174.207.0.28,2021102318,treatmentsButton,3,2,1,0:04:50,16
2087,174.207.0.28,2021102318,try-on-your-own,1,2,1,0:04:50,16
369,96.252.109.126,2021093015,common-depression.png,1,13,1,0:18:45,15
370,96.252.109.126,2021093015,common-hot-flashes.png,1,13,1,0:18:45,15
371,96.252.109.126,2021093015,common-insomnia.png,1,13,1,0:18:45,15
372,96.252.109.126,2021093015,dry-eyes2.png,1,13,1,0:18:45,15
373,96.252.109.126,2021093015,mind-body,1,13,1,0:18:45,15
374,96.252.109.126,2021093015,only-treatments-known-to-work,1,13,1,0:18:45,15
375,96.252.109.126,2021093015,other-aches-pains.png,1,13,1,0:18:45,15
376,96.252.109.126,2021093015,other-weight-gain.png,1,13,1,0:18:45,15
377,96.252.109.126,2021093015,prescription-medicine,1,13,1,0:18:45,15
378,96.252.109.126,2021093015,professional-help,1,13,1,0:18:45,15
379,96.252.109.126,2021093015,reproductive-years-result,1,13,1,0:18:45,15
380,96.252.109.126,2021093015,sex-libido.png,1,13,1,0:18:45,15
381,96.252.109.126,2021093015,supplement,1,13,1,0:18:45,15
382,96.252.109.126,2021093015,treatmentsButton,5,13,1,0:18:45,15
383,96.252.109.126,2021093015,try-on-your-own,1,13,1,0:18:45,15
598,75.111.145.77,2021092608,common-depression.png,2,8,1,0:29:42,15
599,75.111.145.77,2021092608,common-insomnia.png,2,8,1,0:29:42,15
600,75.111.145.77,2021092608,other-weight-gain.png,1,8,1,0:29:42,15
601,75.111.145.77,2021092608,supplement,3,8,1,0:29:42,15
602,75.111.145.77,2021092608,treatmentsButton,3,8,1,0:29:42,15
603,75.111.145.77,2021092608,try-on-your-own,5,8,1,0:29:42,15
589,75.111.145.77,2021092607,common-depression.png,1,8,1,0:29:42,15
590,75.111.145.77,2021092607,common-hot-flashes.png,1,8,1,0:29:42,15
591,75.111.145.77,2021092607,common-insomnia.png,1,8,1,0:29:42,15
592,75.111.145.77,2021092607,other-bladder.png,1,8,1,0:29:42,15
593,75.111.145.77,2021092607,other-brain-fog.png,1,8,1,0:29:42,15
594,75.111.145.77,2021092607,other-weight-gain.png,2,8,1,0:29:42,15
595,75.111.145.77,2021092607,supplement,1,8,1,0:29:42,15
596,75.111.145.77,2021092607,treatmentsButton,1,8,1,0:29:42,15
597,75.111.145.77,2021092607,try-on-your-own,1,8,1,0:29:42,15
1010,71.237.252.165,2021092610,common-hot-flashes.png,2,3,1,0:04:43,15
1011,71.237.252.165,2021092610,prescription-medicine,1,3,1,0:04:43,15
1012,71.237.252.165,2021092610,treatmentsButton,1,3,1,0:04:43,15
998,71.237.252.165,2021092609,common-depression.png,1,3,1,0:04:43,15
999,71.237.252.165,2021092609,common-hot-flashes.png,1,3,1,0:04:43,15
1000,71.237.252.165,2021092609,only-treatments-known-to-work,1,3,1,0:04:43,15
1001,71.237.252.165,2021092609,other-aches-pains.png,1,3,1,0:04:43,15
1002,71.237.252.165,2021092609,other-bladder.png,1,3,1,0:04:43,15
1003,71.237.252.165,2021092609,other-brain-fog.png,1,3,1,0:04:43,15
1004,71.237.252.165,2021092609,other-weight-gain.png,1,3,1,0:04:43,15
1005,71.237.252.165,2021092609,prescription-medicine,1,3,1,0:04:43,15
1006,71.237.252.165,2021092609,professional-help,1,3,1,0:04:43,15
1007,71.237.252.165,2021092609,supplement,1,3,1,0:04:43,15
1008,71.237.252.165,2021092609,treatmentsButton,1,3,1,0:04:43,15
1009,71.237.252.165,2021092609,try-on-your-own,1,3,1,0:04:43,15
1131,70.187.28.91,2021100208,common-depression.png,1,18,1,0:13:02,15
1132,70.187.28.91,2021100208,common-hot-flashes.png,1,18,1,0:13:02,15
1133,70.187.28.91,2021100208,mind-body,1,18,1,0:13:02,15
1134,70.187.28.91,2021100208,only-treatments-known-to-work,1,18,1,0:13:02,15
1135,70.187.28.91,2021100208,other-aches-pains.png,1,18,1,0:13:02,15
1136,70.187.28.91,2021100208,other-bladder.png,1,18,1,0:13:02,15
1137,70.187.28.91,2021100208,other-weight-gain.png,1,18,1,0:13:02,15
1138,70.187.28.91,2021100208,sex-period.png,1,18,1,0:13:02,15
1139,70.187.28.91,2021100208,treatmentsButton,2,18,1,0:13:02,15
1140,70.187.28.91,2021100208,try-on-your-own,1,18,1,0:13:02,15
1126,70.187.28.91,2021100207,common-hot-flashes.png,1,18,1,0:13:02,15
1127,70.187.28.91,2021100207,other-aches-pains.png,1,18,1,0:13:02,15
1128,70.187.28.91,2021100207,other-bladder.png,1,18,1,0:13:02,15
1129,70.187.28.91,2021100207,other-weight-gain.png,1,18,1,0:13:02,15
1130,70.187.28.91,2021100207,sex-period.png,1,18,1,0:13:02,15
1184,70.162.176.142,2021100213,common-depression.png,5,38,1,0:49:04,15
1185,70.162.176.142,2021100213,common-hot-flashes.png,4,38,1,0:49:04,15
1186,70.162.176.142,2021100213,common-insomnia.png,6,38,1,0:49:04,15
1187,70.162.176.142,2021100213,HIGH DEPRESSION SCORE,1,38,1,0:49:04,15
1188,70.162.176.142,2021100213,late-menopause-transition-result,1,38,1,0:49:04,15
1189,70.162.176.142,2021100213,only-treatments-known-to-work,5,38,1,0:49:04,15
1190,70.162.176.142,2021100213,other-bladder.png,2,38,1,0:49:04,15
1191,70.162.176.142,2021100213,other-brain-fog.png,3,38,1,0:49:04,15
1192,70.162.176.142,2021100213,other-weight-gain.png,4,38,1,0:49:04,15
1193,70.162.176.142,2021100213,prescription-medicine,4,38,1,0:49:04,15
1194,70.162.176.142,2021100213,professional-help,2,38,1,0:49:04,15
1195,70.162.176.142,2021100213,supplement,3,38,1,0:49:04,15
1196,70.162.176.142,2021100213,treatmentsButton,10,38,1,0:49:04,15
1197,70.162.176.142,2021100213,try-on-your-own,5,38,1,0:49:04,15
1198,70.162.176.142,2021100213,your-daily-bladder-diary.pdf,1,38,1,0:49:04,15
1583,47.26.135.230,2021102020,common-depression.png,2,19,1,0:18:34,15
1584,47.26.135.230,2021102020,dry-eyes2.png,2,19,1,0:18:34,15
1585,47.26.135.230,2021102020,mind-body,1,19,1,0:18:34,15
1586,47.26.135.230,2021102020,only-treatments-known-to-work,1,19,1,0:18:34,15
1587,47.26.135.230,2021102020,other-aches-pains.png,2,19,1,0:18:34,15
1588,47.26.135.230,2021102020,other-bladder.png,1,19,1,0:18:34,15
1589,47.26.135.230,2021102020,other-brain-fog.png,2,19,1,0:18:34,15
1590,47.26.135.230,2021102020,other-dryness.png,4,19,1,0:18:34,15
1591,47.26.135.230,2021102020,prescription-medicine,1,19,1,0:18:34,15
1592,47.26.135.230,2021102020,professional-help,1,19,1,0:18:34,15
1593,47.26.135.230,2021102020,supplement,1,19,1,0:18:34,15
1594,47.26.135.230,2021102020,treatmentsButton,4,19,1,0:18:34,15
1595,47.26.135.230,2021102020,try-on-your-own,1,19,1,0:18:34,15
1596,47.26.135.230,2021102020,uncertain-stage-result,2,19,1,0:18:34,15
1582,47.26.135.230,2021102019,uncertain-stage-result,1,19,1,0:18:34,15
1763,24.154.107.20,2021092812,common-hot-flashes.png,1,7,1,0:08:39,15
1764,24.154.107.20,2021092812,dry-eyes2.png,1,7,1,0:08:39,15
1765,24.154.107.20,2021092812,late-menopause-transition-result,1,7,1,0:08:39,15
1766,24.154.107.20,2021092812,mind-body,1,7,1,0:08:39,15
1767,24.154.107.20,2021092812,only-treatments-known-to-work,1,7,1,0:08:39,15
1768,24.154.107.20,2021092812,other-bladder.png,1,7,1,0:08:39,15
1769,24.154.107.20,2021092812,other-brain-fog.png,1,7,1,0:08:39,15
1770,24.154.107.20,2021092812,other-weight-gain.png,1,7,1,0:08:39,15
1771,24.154.107.20,2021092812,prescription-medicine,1,7,1,0:08:39,15
1772,24.154.107.20,2021092812,professional-help,1,7,1,0:08:39,15
1773,24.154.107.20,2021092812,sex-pain-vagina.png,1,7,1,0:08:39,15
1774,24.154.107.20,2021092812,sex-period.png,1,7,1,0:08:39,15
1775,24.154.107.20,2021092812,supplement,1,7,1,0:08:39,15
1776,24.154.107.20,2021092812,treatmentsButton,2,7,1,0:08:39,15
1777,24.154.107.20,2021092812,try-on-your-own,1,7,1,0:08:39,15
1790,24.118.105.76,2021092719,common-hot-flashes.png,2,14,1,0:09:24,15
1791,24.118.105.76,2021092719,common-insomnia.png,2,14,1,0:09:24,15
1792,24.118.105.76,2021092719,only-treatments-known-to-work,1,14,1,0:09:24,15
1793,24.118.105.76,2021092719,other-aches-pains.png,1,14,1,0:09:24,15
1794,24.118.105.76,2021092719,other-bladder.png,2,14,1,0:09:24,15
1795,24.118.105.76,2021092719,other-brain-fog.png,2,14,1,0:09:24,15
1796,24.118.105.76,2021092719,other-dryness.png,2,14,1,0:09:24,15
1797,24.118.105.76,2021092719,other-weight-gain.png,3,14,1,0:09:24,15
1798,24.118.105.76,2021092719,prescription-medicine,1,14,1,0:09:24,15
1799,24.118.105.76,2021092719,sex-libido.png,2,14,1,0:09:24,15
1800,24.118.105.76,2021092719,supplement,1,14,1,0:09:24,15
1801,24.118.105.76,2021092719,treatmentsButton,3,14,1,0:09:24,15
1802,24.118.105.76,2021092719,try-on-your-own,1,14,1,0:09:24,15
1788,24.118.105.76,2021092718,common-hot-flashes.png,1,14,1,0:09:24,15
1789,24.118.105.76,2021092718,late-menopause-transition-result,1,14,1,0:09:24,15
2037,174.211.129.240,2021093019,common-depression.png,1,30,1,0:14:44,15
2038,174.211.129.240,2021093019,common-insomnia.png,1,30,1,0:14:44,15
2039,174.211.129.240,2021093019,dry-eyes2.png,1,30,1,0:14:44,15
2040,174.211.129.240,2021093019,early-menopause-transition-result,1,30,1,0:14:44,15
2041,174.211.129.240,2021093019,mind-body,1,30,1,0:14:44,15
2042,174.211.129.240,2021093019,only-treatments-known-to-work,1,30,1,0:14:44,15
2043,174.211.129.240,2021093019,other-bladder.png,1,30,1,0:14:44,15
2044,174.211.129.240,2021093019,other-brain-fog.png,1,30,1,0:14:44,15
2045,174.211.129.240,2021093019,other-dryness.png,1,30,1,0:14:44,15
2046,174.211.129.240,2021093019,supplement,1,30,1,0:14:44,15
2047,174.211.129.240,2021093019,treatmentsButton,2,30,1,0:14:44,15
2048,174.211.129.240,2021093019,try-on-your-own,1,30,1,0:14:44,15
2034,174.211.129.240,2021093018,common-depression.png,1,30,1,0:14:44,15
2035,174.211.129.240,2021093018,common-insomnia.png,2,30,1,0:14:44,15
2036,174.211.129.240,2021093018,other-bladder.png,1,30,1,0:14:44,15
2049,174.210.235.168,2021092719,common-depression.png,2,12,1,0:13:35,15
2050,174.210.235.168,2021092719,common-hot-flashes.png,2,12,1,0:13:35,15
2051,174.210.235.168,2021092719,common-insomnia.png,1,12,1,0:13:35,15
2052,174.210.235.168,2021092719,late-menopause-transition-result,1,12,1,0:13:35,15
2053,174.210.235.168,2021092719,mind-body,1,12,1,0:13:35,15
2054,174.210.235.168,2021092719,only-treatments-known-to-work,1,12,1,0:13:35,15
2055,174.210.235.168,2021092719,other-aches-pains.png,1,12,1,0:13:35,15
2056,174.210.235.168,2021092719,other-bladder.png,2,12,1,0:13:35,15
2057,174.210.235.168,2021092719,other-brain-fog.png,3,12,1,0:13:35,15
2058,174.210.235.168,2021092719,prescription-medicine,1,12,1,0:13:35,15
2059,174.210.235.168,2021092719,professional-help,1,12,1,0:13:35,15
2060,174.210.235.168,2021092719,sex-libido.png,1,12,1,0:13:35,15
2061,174.210.235.168,2021092719,supplement,1,12,1,0:13:35,15
2062,174.210.235.168,2021092719,treatmentsButton,3,12,1,0:13:35,15
2063,174.210.235.168,2021092719,try-on-your-own,1,12,1,0:13:35,15
2284,172.58.31.102,2021101623,common-depression.png,1,7,1,0:24:47,15
2285,172.58.31.102,2021101623,common-hot-flashes.png,1,7,1,0:24:47,15
2286,172.58.31.102,2021101623,common-insomnia.png,1,7,1,0:24:47,15
2287,172.58.31.102,2021101623,dry-eyes2.png,1,7,1,0:24:47,15
2288,172.58.31.102,2021101623,only-treatments-known-to-work,1,7,1,0:24:47,15
2289,172.58.31.102,2021101623,other-aches-pains.png,1,7,1,0:24:47,15
2290,172.58.31.102,2021101623,other-dryness.png,2,7,1,0:24:47,15
2291,172.58.31.102,2021101623,other-weight-gain.png,2,7,1,0:24:47,15
2292,172.58.31.102,2021101623,prescription-medicine,3,7,1,0:24:47,15
2293,172.58.31.102,2021101623,professional-help,3,7,1,0:24:47,15
2294,172.58.31.102,2021101623,reproductive-years-result,1,7,1,0:24:47,15
2295,172.58.31.102,2021101623,sex-libido.png,3,7,1,0:24:47,15
2296,172.58.31.102,2021101623,sex-period.png,2,7,1,0:24:47,15
2297,172.58.31.102,2021101623,treatmentsButton,2,7,1,0:24:47,15
2298,172.58.31.102,2021101623,try-on-your-own,1,7,1,0:24:47,15
2687,107.242.113.64,2021092515,common-depression.png,1,10,1,0:48:29,15
2688,107.242.113.64,2021092515,mind-body,1,10,1,0:48:29,15
2689,107.242.113.64,2021092515,only-treatments-known-to-work,1,10,1,0:48:29,15
2690,107.242.113.64,2021092515,other-aches-pains.png,2,10,1,0:48:29,15
2691,107.242.113.64,2021092515,other-bladder.png,1,10,1,0:48:29,15
2692,107.242.113.64,2021092515,other-weight-gain.png,2,10,1,0:48:29,15
2693,107.242.113.64,2021092515,sex-libido.png,2,10,1,0:48:29,15
2694,107.242.113.64,2021092515,sex-period.png,2,10,1,0:48:29,15
2695,107.242.113.64,2021092515,supplement,1,10,1,0:48:29,15
2696,107.242.113.64,2021092515,treatmentsButton,4,10,1,0:48:29,15
2697,107.242.113.64,2021092515,try-on-your-own,1,10,1,0:48:29,15
2684,107.242.113.64,2021092514,other-bladder.png,1,10,1,0:48:29,15
2685,107.242.113.64,2021092514,sex-libido.png,1,10,1,0:48:29,15
2686,107.242.113.64,2021092514,sex-period.png,1,10,1,0:48:29,15
2683,107.242.113.64,2021092513,common-depression.png,1,5,1,0:04:26,15
188,98.207.138.26,2021102114,common-depression.png,1,9,1,0:19:47,14
189,98.207.138.26,2021102114,common-hot-flashes.png,1,9,1,0:19:47,14
190,98.207.138.26,2021102114,dry-eyes2.png,1,9,1,0:19:47,14
191,98.207.138.26,2021102114,mind-body,1,9,1,0:19:47,14
192,98.207.138.26,2021102114,only-treatments-known-to-work,1,9,1,0:19:47,14
193,98.207.138.26,2021102114,other-bladder.png,1,9,1,0:19:47,14
194,98.207.138.26,2021102114,other-brain-fog.png,1,9,1,0:19:47,14
195,98.207.138.26,2021102114,other-weight-gain.png,1,9,1,0:19:47,14
196,98.207.138.26,2021102114,post-menopausal-result,1,9,1,0:19:47,14
197,98.207.138.26,2021102114,prescription-medicine,1,9,1,0:19:47,14
198,98.207.138.26,2021102114,professional-help,1,9,1,0:19:47,14
199,98.207.138.26,2021102114,supplement,1,9,1,0:19:47,14
200,98.207.138.26,2021102114,treatmentsButton,2,9,1,0:19:47,14
201,98.207.138.26,2021102114,try-on-your-own,1,9,1,0:19:47,14
311,97.83.172.247,2021102103,common-hot-flashes.png,3,28,1,0:34:31,14
312,97.83.172.247,2021102103,common-insomnia.png,3,28,1,0:34:31,14
313,97.83.172.247,2021102103,dry-eyes2.png,1,28,1,0:34:31,14
314,97.83.172.247,2021102103,only-treatments-known-to-work,2,28,1,0:34:31,14
315,97.83.172.247,2021102103,other-aches-pains.png,2,28,1,0:34:31,14
316,97.83.172.247,2021102103,other-bladder.png,1,28,1,0:34:31,14
317,97.83.172.247,2021102103,other-brain-fog.png,3,28,1,0:34:31,14
318,97.83.172.247,2021102103,other-weight-gain.png,2,28,1,0:34:31,14
319,97.83.172.247,2021102103,prescription-medicine,4,28,1,0:34:31,14
320,97.83.172.247,2021102103,professional-help,2,28,1,0:34:31,14
321,97.83.172.247,2021102103,sex-libido.png,2,28,1,0:34:31,14
322,97.83.172.247,2021102103,treatmentsButton,3,28,1,0:34:31,14
323,97.83.172.247,2021102103,try-on-your-own,2,28,1,0:34:31,14
310,97.83.172.247,2021102102,other-weight-gain.png,1,28,1,0:34:31,14
350,96.41.202.198,2021092609,common-depression.png,1,4,1,0:02:26,14
351,96.41.202.198,2021092609,common-hot-flashes.png,1,4,1,0:02:26,14
352,96.41.202.198,2021092609,common-insomnia.png,1,4,1,0:02:26,14
