,Pageviews,Unique Pageviews,?s=Anxiety,?s=Transgender,about,acupuncture,am-i-in-menopause,avoiding-triggers,avoiding-weight-gain,bladder-control-problems,brain-fog-cognitive-issues,clinical-hypnosis,clonidine,cognitive-behavioral-therapy,cognitive-behavioral-therapy-for-sleep,cooling-techniques,create-my-menoplan,dealing-with-bladder-control,dealing-with-brain-fog,dealing-with-dry-eyes,dealing-with-dry-hair-skin,dealing-with-physical-aches-pains,dry-eyes,dry-hair-skin,exercise,featured-video,gabapentin-and-pregabalin,heavy-irregular-periods,herbal-remedies-and-supplements,homepage,hormone-therapy,hot-flashes,low-sex-drive,meditation-mindfulness-mindfulness-based-stress-reduction,mood-depression-anxiety,omega-3-fatty-acids,ospemifene,our-story,our-team,paced-breathing,pain-with-sex,pelvic-floor-physical-therapy,physical-aches-pains,publications,questions-and-answers,science,sedatives,sleep-problems-insomnia,soy-foods-and-supplements,ssris-and-snris,staying-healthy-in-midlife,strategies-to-talk-with-your-doctor,symptoms-landing-page,tai-chi,team/susan-d-reed-md-mph,test/anxiety-assessment,test/depression-assessment,test/insomnia-severity-index,treatment-template-shorter-table-of-contents-2,treatments,vagina-pain-dryness-not-during-sex,vaginal-dilators,vaginal-estrogen,vaginal-laser-therapy,vaginal-lubricants-and-moisturizers,vaginal-physical-therapy,vitamins,weight-gain,what-if-i-have-breast-cancer,what-if-im-transgender-or-nonbinary,who-we-are,womens-stories,yoga,insomnia-severity-index-results,anxiety-assessment-results,hotflash_symp,nightsweat_symp,sleep_symp,moody_symp,anxiety_symp,periods_symp,vagpain_symp,brainfog_symp,dryhair_symp,dryskin_symp,aches_symp,weightgain_symp,sexdrive_symp,depression_symp,uinfect_symp,dryeye_symp,sexpain_symp,vagdry_symp,bladder_symp,other_symp,none_symp
exercise,0.18984475523573363,0.17476772631947352,-0.006919667908561197,0.2541405304598838,-0.015923435107275452,-0.012014271501803382,0.014474870999639348,-0.017052945098981646,0.42583004038020655,-0.03601341227691226,-0.036602900038104916,0.06547738237182035,-0.028194147416226945,0.17502305666367007,0.09017390665976652,0.05644858277637051,0.11668552638463837,0.01267989126053985,0.1795313113354891,0.07334969158201861,-0.02926791520822316,0.48820950901234655,-0.023844904419364824,-0.02316641320093148,1.0,-0.006919667908561194,-0.03331198313115156,-0.04027595823704595,0.0324736365951491,0.11102540561230809,-0.0270065176154007,-0.03641393077603209,0.03403566366966518,0.15874865275990324,0.11205062750122753,-0.0155481419333063,-0.009797728362851763,0.048165137614678936,0.11837015732655241,0.3598438416901919,-0.02286809624760063,-0.014179044490066057,0.07788411386702569,-0.012014271501803378,0.06544934956743283,-0.006919667908561192,0.07125769539554758,0.08484111364436218,0.05181673032583344,-0.02652267577726061,0.18332342484179012,-0.0035876810620218413,0.0009857484008990555,0.5152007288283287,-0.006919667908561197,0.04519060434315162,-0.01623326196880818,0.04195445968704882,-0.024295370291691102,0.07711630847029113,0.026348516269513587,0.2797412291263455,0.09017390665976659,-0.006919667908561194,0.048165137614678895,-0.009797728362851763,0.11711586773805424,0.05836506012052922,0.04815894216542551,0.03656102487923678,0.13545364796052586,0.014461608789601961,0.21908745451477035,0.061343007596688585,-0.014741276723230726,0.01301992819330463,-0.06690346002545955,-0.003565895265691928,0.1048191112401015,0.01994468178162757,0.03580473994970514,0.0669106961903422,0.0786520095227694,-0.05503202795438134,-0.07303867439461645,-0.0130063067059367,0.012268744510081904,0.025568220701585532,0.10370464531573663,-0.02531885562373476,0.004941802905185208,0.004610782624639369,0.08770067496418106,-0.06720048928192966,-0.018441844728363525,-0.012014271501803384
featured-video,0.013742084782708885,0.04563444274772359,-0.002415458937198068,-0.002415458937198066,0.08454874216659503,-0.004193839914925786,-0.03527218714936309,-0.005952697324378959,-0.009427205929349371,-0.012571256264428739,-0.01277702964834792,-0.006150927885079529,-0.009841773659245698,-0.0034201078506974417,-0.005952697324378962,-0.008109713084311212,0.015509851620048134,-0.012740805173617564,-0.01244335611315734,-0.006890450518498309,-0.010216595405596218,-0.00608187284256659,-0.008323576831646608,-0.00808673487636325,-0.006919667908561194,1.0,0.2077230851528107,-0.014059189626358421,-0.008347570582619392,-0.02493215432114755,-0.009427205929349368,0.05553074956951834,-0.01413793439665542,-0.005666569295026805,-0.014428411530000705,-0.005427413408548633,-0.0034201078506974373,-0.006919667908561193,-0.010538176802777266,-0.00342010785069744,-0.007982600926502837,-0.004949500494393013,-0.0132042482375456,-0.004193839914925786,0.07089362623586962,-0.0024154589371980653,-0.005666569295026813,-0.016312936352268832,-0.007444275750454105,-0.009258310527493492,-0.011704180161116453,-0.012310405325838571,0.0003440966844426445,-0.0024154589371980675,-0.0024154589371980675,-0.006492330140181985,-0.005666569295026803,-0.007699449459842906,-0.008480821634661937,-0.013427146557776617,-0.00933146081851281,-0.0064375226175857085,-0.005952697324378955,-0.002415458937198068,-0.006919667908561193,-0.003420107850697439,-0.004848516904900935,-0.01612297679311539,-0.008838091206705612,-0.008423192067404254,0.28529115125806465,-0.014531082033707392,-0.005427413408548631,-0.007722756076187956,-0.005145759749941702,0.0715646518937639,-0.03300742673891749,-0.03814277153129293,-0.0318978168014121,0.0752896852124661,-0.022706395936375964,-0.007317421420371181,-0.03152962818913003,-0.019210113189114558,-0.025495720482380697,0.07236413107958031,0.07117059394813477,-0.030795313404670194,-0.02714389311933026,-0.008838091206705619,-0.02213804683553545,-0.014681715364669463,-0.020205112742444294,-0.023457776379599563,-0.0064375226175857145,-0.004193839914925787
gabapentin-and-pregabalin,0.26812482678620075,0.33333526655382556,-0.011628264308808742,-0.011628264308808733,-0.0050695356118028445,-0.020189570705829895,0.012191498040564987,0.06143863251667579,0.049738510256368745,0.01821270550935565,0.21150201277198172,0.11003249267590606,0.28777538665112107,-0.016464746073752232,-0.028656888665021942,0.16181034814086895,0.11109200521985026,0.18659542221639377,0.12089631273414549,0.04504515516386165,0.14613920645759085,0.05569105410774122,0.0019225765617621896,0.0770225102317872,-0.03331198313115156,0.2077230851528107,1.0,-0.00048575859903148537,0.05457083119977558,-0.06106432321423845,0.2875435996157356,0.3987398689045257,0.15113867468815004,0.2667716597606617,0.03793894198769068,-0.026128118617899314,0.1388277453036835,0.023813938354087693,-0.05073185195099955,-0.016464746073752225,0.09749188092115478,0.06606687454639375,-0.031158562046974016,-0.020189570705829902,0.03288414367973121,-0.011628264308808747,0.1197461102245732,0.09835163650107903,0.2714468377344932,0.27071481056492713,-0.05634511037859037,0.04720559014949859,0.0641523600189119,-0.011628264308808742,-0.011628264308808742,0.1295392561126013,0.26677165976066153,0.0705030288477681,0.15171141034919444,0.08642887416864951,-0.00032241099626538315,0.05252351593918438,0.15153415369837345,0.20772308515281068,-0.03331198313115159,0.1388277453036835,-0.023341252135428966,0.039514437727614704,-0.042547467462289545,0.010444722965537001,0.16396990781423137,0.14212266159041353,0.0724461470769026,0.03295334340621654,0.13099244029242166,0.04492525298135185,0.09669563065748348,0.08282303854977524,0.12904431104569003,0.15099343426217196,0.0036754596652663796,-0.035226808878696086,0.10850876544151533,-0.06076128052768605,0.008812354759502036,0.02442146298206667,0.08961832967308828,-0.028740337720476513,0.09803570790896735,-0.04254746746228953,-0.020415303132260358,-0.07067926684156906,-0.03610760332649192,0.08072960263549903,-0.03099088679936548,-0.02018957070582988
heavy-irregular-periods,0.25354245632567646,0.22861547154181003,-0.014059189626358421,-0.014059189626358421,0.09738430590017623,-0.024410264119384472,0.03249795211857669,-0.03464770159530874,-0.054871094584285615,0.25749305475842227,0.14062142208957618,-0.035801503466956985,-0.01818392922584462,-0.019906753153638712,-0.03464770159530874,0.04652507195248315,-0.01171447192020322,-0.04523353959625197,0.054129361395437406,0.014643929966471087,0.04307559806664753,-0.03539956828089592,0.039735381034853946,0.14231490029532776,-0.04027595823704595,-0.014059189626358421,-0.00048575859903148537,1.0,-0.015423198900687527,0.05298706097837328,0.04500392406693609,0.16224572462514442,0.18074202498971953,-0.032982292111368335,0.1866558360613509,-0.03159028419665019,-0.019906753153638712,-0.000289061901222831,-0.03221271744997675,-0.019906753153638712,0.14382059717785584,0.06557744812252952,0.036569170321547086,-0.024410264119384486,0.06183697983446655,-0.014059189626358416,0.018475043325540914,0.15268002080484921,-0.04332944054430587,-0.05388803813685696,-0.02561061404464891,-0.03438973781988033,0.39571433673366596,-0.01405918962635842,-0.01405918962635842,-0.0002712103121835403,0.0699323787624502,0.03048124002131994,-0.004438309390055532,-0.025280436285253036,0.07056281652591577,0.020988626994013153,-0.03464770159530873,0.13948196024045065,-0.040275958237045974,0.08879459630373056,-0.028220814489059148,0.04963846229404845,-0.008226578593668744,0.05805855873643974,-0.03263957604370168,0.01438783773346861,-0.03159028419665019,0.004140162575581096,-0.02995091780779082,-0.051270940425158784,0.0030569870116943254,-0.01996144104224265,-0.004329715686316889,0.059959562249036084,0.14464524009219332,-0.042591084344539835,0.031810378275717165,-0.0008024824188861308,0.017351555254230842,-0.01611877734908421,-0.020444755380586422,-0.028664567961005655,-0.015687672735365536,0.07820456359297744,0.031971442438997584,-0.003108656772454622,-0.0747919855851866,0.07648074388048272,0.13790513977945548,0.06445166228012925
herbal-remedies-and-supplements,0.2776438154410627,0.2698847766685775,-0.008347570582619392,0.20816754140407095,-0.007531772666259039,0.1108146340724999,-0.002135505239740927,0.1572892597539878,0.014366622099494785,0.07312605990591055,0.09058486438471627,0.04766208132966615,0.021124720569323647,-0.011819530957121183,0.06835868373504374,0.3023975215820494,-0.030294626351374015,0.1191192421144456,0.09084367374713163,0.053392466819087124,0.20568925895722281,0.14672396622102973,0.13703517455246983,0.12465788435616601,0.0324736365951491,-0.008347570582619392,0.05457083119977558,-0.015423198900687527,1.0,-0.016323828398322644,0.014366622099494854,0.09462584210327334,0.04386901250778724,0.0529791822898526,0.0561470362360962,0.0785431227827671,-0.011819530957121174,0.2016354673941474,0.16893188343824922,0.14146501114304416,0.10657643415448974,0.2047248721846669,0.05033448111858462,-0.01449346712664849,0.03571401202193306,-0.008347570582619382,-0.0195830640807376,0.05274711736762462,0.21692226277168827,0.12360854956925779,-0.040448408582737856,0.08882213162593498,0.032033044460172834,-0.00834757058261939,-0.00834757058261939,0.03046816298324941,0.12554142866044268,-0.02660848289472662,0.09739077469349663,0.5500579485303005,-0.03224854151809395,0.22505625930638032,-0.0205718922839003,0.20816754140407098,0.08886091352814852,-0.01181953095712118,0.30919985303379405,0.1466114142503936,0.030396664537694396,0.12189670455744367,-0.01937957820134651,0.019560313579709568,0.07854312278276708,-0.02668902809546933,0.05909209626402116,0.08808577707090412,0.09235041810375912,0.08735014129238561,0.12222246900565434,0.028277008837904516,0.005173167373775171,0.04759105224035349,0.00782327754128096,0.02753598124206202,0.09367999863743807,0.06736384808155178,0.10974017725893277,0.03513400833475651,0.0316113140615979,-0.0305435083277316,0.036887182132988534,0.06538172271245725,0.050915325683102065,0.11008610753399305,-0.02224739721298727,0.23612273527164873
homepage,0.3967993485684588,0.23338635215414216,0.08284747112964642,0.02895765840424949,0.14801876472426942,-0.04328844607824686,0.29766521653311706,-0.03930872494635725,0.1363871775841602,0.13136740929468305,0.10287226433723774,0.0394328295732505,-0.06041584532220683,0.07915381946229415,0.07136373674114786,-0.001466470892204434,0.16307434529557682,0.0715278433019238,0.10475824321924075,0.024957743402038213,0.0025149581660101486,0.09378757044686985,-0.044648074964218395,-0.007505028858310556,0.11102540561230809,-0.02493215432114755,-0.06106432321423845,0.05298706097837328,-0.016323828398322644,1.0,-0.0038292023434033547,0.05259822160240791,0.007934230134831943,0.06793349927932947,0.06743249544756308,0.01663131838705426,-0.03530205188562249,0.06892164990492962,0.18766986299201088,0.0791538194622942,-0.01561012349722888,0.015166841436747144,0.11052709367195986,0.20622134728942598,0.17296632015749194,0.028957658404249506,0.013752072884220451,0.1684068702683754,0.013752463004307226,0.0077147589340274885,0.13285451277784913,0.023336570830012556,0.18165648001318763,0.02895765840424944,0.02895765840424945,-0.0011740012345907596,-0.004308402580815899,0.2508686192446379,-0.008700637694398293,0.023118134583893033,0.02421164460134867,-0.004894573350406008,0.027094752066145818,-0.02493215432114755,0.01278330896175828,0.041001862346321985,0.031083235629824048,0.1285420727551672,0.09078741216994192,0.02581133563322415,0.035950189652296,0.12210284264996128,0.06506638597040543,0.21319238324942363,0.02342183333354159,0.07058863729105007,0.1445305344919227,0.14088356077100447,0.15097433331221133,0.13063498358714495,0.0709675218833994,0.05144592017704502,0.17451819976308205,0.0900357039728141,0.04063662347130319,0.1443517737076632,0.13564373086038342,0.06970309988976531,0.15060409560854368,0.030116275212573353,0.0396146753998364,0.060403776794442254,0.009323439897436251,0.0773194998210094,0.056658394541063216,0.019089002263671377
hormone-therapy,0.24399703854384122,0.2854766025846997,-0.009427205929349368,-0.009427205929349368,0.007612583226380441,-0.016367983700270414,0.030649610581240144,-0.023232563653971094,0.05746082216670451,0.06795631314861342,0.051578122051924954,0.1143630143871833,0.2383355206220341,-0.013348213257771222,-0.023232563653971108,0.03468832808647642,0.2650630576901538,0.1959426230381449,0.08579766730034627,-0.026892486137324537,0.2504365434628378,0.06045762371898339,0.00912409313874627,0.045035009225543474,-0.0270065176154007,-0.009427205929349368,0.2875435996157356,0.04500392406693609,0.014366622099494854,-0.0038292023434033547,1.0,0.18417644186193652,0.006878611203577104,0.2692516377450599,0.028822777648352848,-0.021182452360565377,0.1405270229082028,-0.027006517615400693,9.934556283967864e-05,-0.013348213257771222,0.14841895753960432,0.06975664081004884,0.012690146458677687,-0.016367983700270407,-0.009802822927680678,-0.00942720592934936,0.1964097670382805,0.13351098449586613,0.15363397892958827,0.06800202992251166,-0.015589143104329553,0.08382598931195935,0.019920607535927785,-0.009427205929349368,-0.00942720592934937,0.0808790085900718,0.19640976703828023,0.1298309711999805,0.15768227895707765,0.08659336733350516,-0.03641941554171898,0.057627449742116046,0.33386054436077,0.20792226410842776,0.08620262188350128,0.14052702290820276,-0.01892309846817516,0.024121546578501473,0.026681149212454142,-0.032874566807579116,0.10426266897206071,0.10673038804739259,-0.021182452360565398,0.03935056841700948,0.05708834602099492,0.11945933924688365,0.009320561350618702,0.005142451595460015,-0.007815944705076235,-0.055369483845183164,-0.03264235908705033,0.11776137025289753,-0.05271399764303039,0.05074028088203558,0.030844443507842052,0.007292723919429531,0.004283509190043193,-0.04913746505600015,-0.005218067389451841,0.08785615983769446,-0.029486318171694306,0.059266928844330866,0.04234955500623727,0.01809912208571902,-0.025124770475801448,0.10942300214440033
hot-flashes,0.43312657541327554,0.4170092557979346,-0.019535247405563446,-0.019535247405563443,0.11226684526029115,0.009526370931351301,-0.019530069014240297,0.16768322216949041,0.021414041153453415,0.22165100024357456,0.18863214630403433,0.11751387692140552,0.26449171936631605,0.02548345940493294,0.044353958190157625,0.2780867243997864,0.05064353122911054,0.10907369331680217,0.11591867598246683,-0.05572715542446817,0.1179014558332142,0.08166420873617772,-0.009834478359554482,0.1726847976898714,-0.03641393077603209,0.05553074956951834,0.3987398689045257,0.16224572462514442,0.09462584210327334,0.05259822160240791,0.18417644186193652,1.0,0.25001305392483913,0.15543030035001462,0.20674235838209076,-0.0101608119387092,-0.02766043834907293,0.0026851152059946012,-0.02827224903695979,0.025483459404932945,0.19902270915162665,0.09840595916320771,0.08174984439721429,0.009526370931351304,0.05224634692663148,-0.019535247405563453,0.10511549953468255,0.1707317317411385,0.297331797463703,0.17688062421722825,-0.06348138873410517,0.027963272282245967,0.42838834174844165,-0.019535247405563446,-0.019535247405563446,0.07588810484604214,0.23090250157301326,0.08497816061449913,0.019264314884047815,-0.01996749754769449,0.01610889118188441,0.11941677062119782,-0.017310673799508732,0.28072874049476365,0.022234638197007946,0.23805905042095682,-0.0015430974216388551,0.1000910535933952,-0.07147887950279452,-0.01576929267737665,0.10713525272776553,0.051823703341982094,0.09104087497083464,0.05754278799178862,0.06499415010817307,0.026719619966032365,0.11473587995832969,0.07904332453893513,0.06439703491664353,0.09431669267422933,0.07735523740662736,-0.03391300348301514,0.10941063448309474,-0.046818313638545335,0.00989338616529989,0.03886794164039977,0.0010052304632194669,0.0045136694403995386,0.07615191458140255,0.013033186006207568,-0.0021314702370400823,-0.02480211680191447,-0.027361207979419905,0.03750536801866809,-0.023483920866106373,0.13985968751961908
low-sex-drive,0.39216670826827277,0.3860756063954,-0.01413793439665542,-0.014137934396655416,0.01377487607908256,-0.024546984705140478,-0.016479523582796148,-0.03484176152165946,0.06893564706193579,0.33733337403320196,0.19238168189731447,0.009549317812529814,0.015279357239595826,0.0812936242486207,0.023936006899026214,0.17092330259915836,0.043252578779467095,-0.02065705519226607,0.015632291645636863,-0.040330529281086755,0.13134243090698128,-0.03559783937240077,0.06086545250623335,0.2300396298813793,0.03403566366966518,-0.01413793439665542,0.15113867468815004,0.18074202498971953,0.04386901250778724,0.007934230134831943,0.006878611203577104,0.25001305392483913,1.0,0.014792261649900877,0.25186727269157017,-0.031767219691425694,-0.02001824981497568,0.10857286906761282,0.12833322085260737,0.08129362424862077,0.30797294591570334,0.11764624128081136,0.11299934982343653,0.14109526980922213,0.06284517255082006,0.27206903021856405,0.014792261649900851,0.2218628716650552,-0.04357212642688066,-0.01990816582427745,-0.04869401353506543,-0.07205409299767847,0.47089096655807233,-0.01413793439665542,-0.01413793439665542,0.06690073046654862,0.06275154746793876,0.09528898101829404,0.3690649743598513,0.012925956904552905,0.20725399568176434,0.12577336589102187,0.023936006899026228,0.2720690302185642,0.03403566366966518,0.1826054983122174,-0.028378877763941577,0.2877118094709249,-0.05173027442023327,-0.01603311423082517,0.05023426542735017,0.06867870599682026,0.16116052916625723,0.13781128344310425,-0.030118671298969092,-0.07727566600562168,0.09482636268208644,0.08094515208122285,-0.0023323775039652537,0.026815232050882737,-0.003907603275775552,-0.042829634733469964,0.06245779123405255,-0.008975159719686208,0.03958211546200434,0.06125612851783753,0.08645224845707124,0.2407818329019031,0.006911128245017319,-0.011452481016111666,-0.01715644510546161,0.041980484016154236,0.12114709790184608,0.09733267189092835,-0.03767949479198672,-0.024546984705140464
meditation-mindfulness-mindfulness-based-stress-reduction,0.36419670179854585,0.3984969880713879,-0.005666569295026805,-0.005666569295026806,0.13191178629865596,-0.009838579378933001,0.04732885039360262,0.12402061687129791,0.26925163774505967,-0.029491660425641053,-0.029974396489207848,0.3063761878246036,0.31911473036866134,0.22981410670566174,0.12402061687129787,0.08351260094319955,0.20374976340769405,0.28654189494075993,0.04003421050512169,-0.01616471914952795,0.20039177233378067,0.05079974109371288,-0.019526775708188126,0.04022455215093583,0.15874865275990324,-0.005666569295026805,0.2667716597606617,-0.032982292111368335,0.0529791822898526,0.06793349927932947,0.2692516377450599,0.15543030035001462,0.014792261649900877,1.0,0.22932934181698653,-0.012732493067331561,-0.008023435146831088,0.07125769539554758,0.03900262759824877,0.22981410670566169,-0.018726859980093418,-0.01161132863628042,0.11792649112125562,-0.009838579378932998,0.04822951819604094,-0.005666569295026805,0.09929462832338584,0.19877287903010007,0.17078402631081377,0.05875933797474098,0.06556186890539255,0.09341703612850036,0.14438009457971243,-0.005666569295026804,-0.005666569295026804,0.3952081570436212,0.5496473141616922,0.31143094885945166,-0.019895665677231795,0.001553074889381726,0.046415993361647895,-0.015102168552352637,0.12402061687129785,-0.005666569295026804,-0.016233261968808185,-0.008023435146831088,-0.011374425206168238,0.2312658477836967,-0.020733805691045642,-0.01976046903560024,0.5717905471854913,0.07417908360396683,0.13823849615959988,0.3041113923199756,0.34576926573050903,0.097296671719241,0.06491429463106263,0.11455586388290478,0.03337410112036684,0.10465796057664362,-0.01000734989207837,-0.017166375673330955,0.07099806782561993,0.003511648141269374,0.020778820696364567,0.02800924229208126,0.02605884429369523,0.037577758476212045,0.1309207021146899,-0.020733805691045673,-0.05193496545034573,-0.034442712398276315,0.04627179951221266,0.07208141821621167,-0.015102168552352664,-0.009838579378932993
mood-depression-anxiety,0.5736755839498666,0.5528969141225444,0.37821360715526414,0.18189259781263167,0.11679962648136948,0.08856944059854599,0.08250332596091743,0.004760446154842745,0.11395767248156585,0.25961942598164894,0.29019958377798794,0.15073140537518856,0.09119442563758161,0.18805227381023007,0.08539657490013801,0.10136054547819749,0.12524749751732447,0.05333619387512027,0.26953283533500394,-0.04115915786311214,0.048232202543146085,0.039719347736214446,0.04424060712503354,0.14195584350612997,0.11205062750122753,-0.014428411530000705,0.03793894198769068,0.1866558360613509,0.0561470362360962,0.06743249544756308,0.028822777648352848,0.20674235838209076,0.25186727269157017,0.22932934181698653,1.0,-0.0324199070396212,-0.020429543548395452,0.08648657559742903,0.08600996767360886,0.32704015204931375,0.15506735705334002,0.05089084921549829,0.09515872723417575,0.14537982367180188,0.10431984835738224,0.18189259781263165,-0.0009512451095070079,0.31812650335141557,0.038039139680750005,0.08578802359836576,0.011624929663738407,0.033667440494370565,0.5418206579952678,-0.014428411530000705,-0.014428411530000705,0.6088218799090966,0.3938154753359108,0.26690208199368476,-0.05065902084817834,0.05983101701167292,0.1638059627141023,0.11103830699278218,0.08539657490013808,0.1818925978126317,0.035358471789832056,-0.020429543548395435,0.06955615487591674,0.28371502313700414,0.057719591818262375,0.04096667762496831,0.36530682780507046,0.10301078550024816,0.09991709054834072,0.3304781735529829,0.5617569809957521,-0.03660506889685433,0.00040089530242862513,0.09012105973194423,0.08347272261593795,0.15533268004955766,0.0034113980430498974,0.022372313932597924,0.09757541108645132,-0.07216701073932456,0.024313891028814948,-0.0026448430411139274,-0.027753220348511118,0.11554643015733006,0.1562761850505715,-0.025164943145678416,-0.0037163065851541794,-0.017506013182519486,0.0024732061517711177,0.04558358708774352,-0.0010806647882509303,-0.025051325547965873
omega-3-fatty-acids,0.0679717132613857,0.0645441803913098,-0.005427413408548633,-0.0054274134085486305,-0.032736102234202966,-0.009423345036855926,-0.0045031142598910695,-0.013375408200001512,-0.02118245236056538,-0.02824697359211068,-0.028709335922434923,-0.01382082219009748,0.09260222830913467,0.31123474149312064,0.1716510719000194,-0.018222112930775025,-0.03995715323233463,-0.02862794136968907,0.06486624521741169,-0.015482491943505976,0.07732604757603846,-0.013665659020941153,0.06753736129222955,-0.01817048206593164,-0.0155481419333063,-0.005427413408548633,-0.026128118617899314,-0.03159028419665019,0.0785431227827671,0.01663131838705426,-0.021182452360565377,-0.0101608119387092,-0.031767219691425694,-0.012732493067331561,-0.0324199070396212,1.0,-0.007684808431928898,-0.015548141933306288,0.1472200383166215,-0.007684808431928899,0.16815467227207512,0.2657984948330944,0.1034415241506235,-0.009423345036855926,-0.03863127016958337,-0.00542741340854863,-0.012732493067331577,-0.036654338489317186,-0.016726909078328512,-0.020802952980734018,-0.02629869767780012,-0.027660854797071647,-0.03773058634729231,-0.005427413408548633,-0.005427413408548633,-0.014587935697396947,-0.01273249306733156,-0.017300271428032685,-0.019055974972966065,0.25791443921388973,0.16222082846640432,0.1570462477939663,-0.0133754082000015,-0.005427413408548633,-0.015548141933306295,-0.007684808431928902,0.44122202322191156,-0.036227509019126615,-0.019858741534597428,-0.018926484265735878,-0.012600190862836654,0.015742254748229306,-0.012195121951219507,-0.01735264020984512,-0.01156226050209744,-0.028511016635507175,0.021272421327248183,0.05109328676046755,-0.07167277238512453,0.024416590926675932,-0.051020117074669045,0.13518874053647184,-0.022248990985300275,0.021974475102907193,0.050777634371069816,0.11507853205401053,0.01821115509270654,0.0780667216872369,0.043385313243435523,-0.01985874153459745,0.06821906131883629,0.04754306840940039,0.14300956191471298,0.060922731615766314,-0.014464785981023208,0.25128920098282476
ospemifene,0.05664511375364041,0.047513403723788414,-0.0034201078506974373,-0.003420107850697436,-0.020628795307186944,-0.005938161314488878,0.02856574487454128,-0.008428570876700727,-0.013348213257771227,-0.017799951628644266,-0.018091311235288173,-0.0087092504140174,0.34750929752224863,-0.004842615012106534,-0.00842857087670073,-0.0114827426620344,-0.056605806790079094,-0.018040020108577345,-0.017618854651696225,-0.009756358740047535,-0.014465929275788712,-0.008611473677103498,-0.011785557613668335,-0.011450207250983729,-0.009797728362851763,-0.0034201078506974373,0.1388277453036835,-0.019906753153638712,-0.011819530957121174,-0.03530205188562249,0.1405270229082028,-0.02766043834907293,-0.02001824981497568,-0.008023435146831088,-0.020429543548395452,-0.007684808431928898,1.0,-0.009797728362851763,-0.014921264303099504,-0.004842615012106532,-0.011302761424454843,-0.00700811975613242,-0.018696220566752034,-0.005938161314488876,-0.024343660680297696,-0.003420107850697439,-0.008023435146831097,-0.02309788869813744,-0.010540533537870251,0.3269074354935626,-0.016572237200374818,-0.017430606354669587,-0.019732206590799883,-0.0034201078506974373,-0.0034201078506974373,-0.009192650282646991,-0.00802343514683108,-0.010901840283073947,0.19563366345380728,0.33009916928829425,-0.013212645395202697,-0.009115046960387146,0.2830595052758664,-0.0034201078506974373,-0.009797728362851766,-0.004842615012106542,-0.006865134602506044,-0.022828920275793103,-0.012514071200190829,-0.011926605281511928,-0.00794006434490453,-0.020574917245441023,-0.0076848084319288985,-0.010934840695669395,-0.0072860080738915015,0.026769845833483925,0.028440141775009108,-0.054007290437674986,-0.045164905096323975,-0.045425981541109633,-0.03215054572326019,-0.01036091736492266,-0.044643577764275,-0.027200072797383155,-0.0361000191053248,0.02759984158224514,0.02635856433441535,-0.04360384335996027,-0.03843370736974825,-0.012514071200190846,-0.031345806221467494,-0.020788202691890252,-0.0286089171918695,-0.033214443814490215,-0.009115046960387155,-0.005938161314488872
our-story,0.22111274915276904,0.25655035130807247,-0.006919667908561193,-0.006919667908561188,0.03570332715459415,-0.012014271501803377,0.10111532481959572,-0.017052945098981642,0.029598052134050236,0.15139180521422999,0.04462813480581778,0.06547738237182038,-0.02819414741622699,0.17502305666367016,0.19740075841851482,0.13612940540288002,0.07333324934826868,-0.03649912624529237,0.018147569376872588,0.07334969158201862,-0.029267915208223166,-0.017422999697720376,0.1760669205106636,-0.023166413200931518,0.048165137614678936,-0.006919667908561193,0.023813938354087693,-0.000289061901222831,0.2016354673941474,0.06892164990492962,-0.027006517615400693,0.0026851152059946012,0.10857286906761282,0.07125769539554758,0.08648657559742903,-0.015548141933306288,-0.009797728362851763,1.0,0.3659690247182822,0.17502305666367013,0.03105383524532136,-0.014179044490066049,0.0007435237600670191,0.13907429435420873,0.13427066731359347,0.25414053045988416,-0.016233261968808192,0.11115580883300978,-0.02132593322933959,-0.02652267577726066,0.038754833280093416,0.12312616070300512,0.008423668153137458,-0.006919667908561192,-0.006919667908561192,0.04519060434315162,-0.01623326196880817,0.1699772594673818,-0.024295370291691123,0.051431502679624375,0.13251001386027225,-0.01844184472836352,0.09017390665976664,-0.006919667908561193,-0.01982306684141547,-0.00979772836285176,-0.01388975250801721,0.23262045544441162,0.04815894216542554,0.15794362747830284,0.13545364796052595,0.18272986059384913,0.1017696562907321,0.22827643810570997,-0.014741276723230723,-0.04183560683432406,-0.03924914138943797,0.10213742868160523,0.02073419275174691,0.07587064758821846,0.0021871673724932926,-0.02096252823684775,-0.06216155368667553,-0.05503202795438138,0.020900529759616523,0.014532556982653752,0.039642556185802355,0.025568220701585525,0.04321634200437935,-0.025318855623734777,0.10748421318777829,-0.0420593341857347,0.05130489485404599,0.03157708941464939,-0.018441844728363518,-0.01201427150180338
